MSSV,Họ và Tên,Email
2020105383,Phạm Ngọc Quân,sv005383@uni.edu.vn
2021105384,Hoàng Ngọc Quân,sv005384@uni.edu.vn
2022105385,Vũ Ngọc Quân,sv005385@uni.edu.vn
2023105386,Đặng Ngọc Quân,sv005386@uni.edu.vn
2024105387,Bùi Ngọc Quân,sv005387@uni.edu.vn
2019105388,Đỗ Ngọc Quân,sv005388@uni.edu.vn
2020105389,Hồ Ngọc Quân,sv005389@uni.edu.vn
2021105390,Nguyễn Quân,sv005390@uni.edu.vn
2022105391,Trần Quân,sv005391@uni.edu.vn
2023105392,Lê Quân,sv005392@uni.edu.vn
2024105393,Phạm Quân,sv005393@uni.edu.vn
2019105394,Hoàng Quân,sv005394@uni.edu.vn
2020105395,Vũ Quân,sv005395@uni.edu.vn
2021105396,Đặng Quân,sv005396@uni.edu.vn
2022105397,Bùi Quân,sv005397@uni.edu.vn
2023105398,Đỗ Quân,sv005398@uni.edu.vn
2024105399,Hồ Quân,sv005399@uni.edu.vn
2019105400,Nguyễn Thị Sơn,sv005400@uni.edu.vn
2020105401,Trần Thị Sơn,sv005401@uni.edu.vn
2021105402,Lê Thị Sơn,sv005402@uni.edu.vn
2022105403,Phạm Thị Sơn,sv005403@uni.edu.vn
2023105404,Hoàng Thị Sơn,sv005404@uni.edu.vn
2024105405,Vũ Thị Sơn,sv005405@uni.edu.vn
2019105406,Đặng Thị Sơn,sv005406@uni.edu.vn
2020105407,Bùi Thị Sơn,sv005407@uni.edu.vn
2021105408,Đỗ Thị Sơn,sv005408@uni.edu.vn
2022105409,Hồ Thị Sơn,sv005409@uni.edu.vn
2023105410,Nguyễn Văn Sơn,sv005410@uni.edu.vn
2024105411,Trần Văn Sơn,sv005411@uni.edu.vn
2019105412,Lê Văn Sơn,sv005412@uni.edu.vn
2020105413,Phạm Văn Sơn,sv005413@uni.edu.vn
2021105414,Hoàng Văn Sơn,sv005414@uni.edu.vn
2022105415,Vũ Văn Sơn,sv005415@uni.edu.vn
2023105416,Đặng Văn Sơn,sv005416@uni.edu.vn
2024105417,Bùi Văn Sơn,sv005417@uni.edu.vn
2019105418,Đỗ Văn Sơn,sv005418@uni.edu.vn
2020105419,Hồ Văn Sơn,sv005419@uni.edu.vn
2021105420,Nguyễn Minh Sơn,sv005420@uni.edu.vn
2022105421,Trần Minh Sơn,sv005421@uni.edu.vn
2023105422,Lê Minh Sơn,sv005422@uni.edu.vn
2024105423,Phạm Minh Sơn,sv005423@uni.edu.vn
2019105424,Hoàng Minh Sơn,sv005424@uni.edu.vn
2020105425,Vũ Minh Sơn,sv005425@uni.edu.vn
2021105426,Đặng Minh Sơn,sv005426@uni.edu.vn
2022105427,Bùi Minh Sơn,sv005427@uni.edu.vn
2023105428,Đỗ Minh Sơn,sv005428@uni.edu.vn
2024105429,Hồ Minh Sơn,sv005429@uni.edu.vn
2019105430,Nguyễn Quốc Sơn,sv005430@uni.edu.vn
2020105431,Trần Quốc Sơn,sv005431@uni.edu.vn
2021105432,Lê Quốc Sơn,sv005432@uni.edu.vn
2022105433,Phạm Quốc Sơn,sv005433@uni.edu.vn
2023105434,Hoàng Quốc Sơn,sv005434@uni.edu.vn
2024105435,Vũ Quốc Sơn,sv005435@uni.edu.vn
2019105436,Đặng Quốc Sơn,sv005436@uni.edu.vn
2020105437,Bùi Quốc Sơn,sv005437@uni.edu.vn
2021105438,Đỗ Quốc Sơn,sv005438@uni.edu.vn
2022105439,Hồ Quốc Sơn,sv005439@uni.edu.vn
2023105440,Nguyễn Anh Sơn,sv005440@uni.edu.vn
2024105441,Trần Anh Sơn,sv005441@uni.edu.vn
2019105442,Lê Anh Sơn,sv005442@uni.edu.vn
2020105443,Phạm Anh Sơn,sv005443@uni.edu.vn
2021105444,Hoàng Anh Sơn,sv005444@uni.edu.vn
2022105445,Vũ Anh Sơn,sv005445@uni.edu.vn
2023105446,Đặng Anh Sơn,sv005446@uni.edu.vn
2024105447,Bùi Anh Sơn,sv005447@uni.edu.vn
2019105448,Đỗ Anh Sơn,sv005448@uni.edu.vn
2020105449,Hồ Anh Sơn,sv005449@uni.edu.vn
2021105450,Nguyễn Tuấn Sơn,sv005450@uni.edu.vn
2022105451,Trần Tuấn Sơn,sv005451@uni.edu.vn
2023105452,Lê Tuấn Sơn,sv005452@uni.edu.vn
2024105453,Phạm Tuấn Sơn,sv005453@uni.edu.vn
2019105454,Hoàng Tuấn Sơn,sv005454@uni.edu.vn
2020105455,Vũ Tuấn Sơn,sv005455@uni.edu.vn
2021105456,Đặng Tuấn Sơn,sv005456@uni.edu.vn
2022105457,Bùi Tuấn Sơn,sv005457@uni.edu.vn
2023105458,Đỗ Tuấn Sơn,sv005458@uni.edu.vn
2024105459,Hồ Tuấn Sơn,sv005459@uni.edu.vn
2019105460,Nguyễn Hữu Sơn,sv005460@uni.edu.vn
2020105461,Trần Hữu Sơn,sv005461@uni.edu.vn
2021105462,Lê Hữu Sơn,sv005462@uni.edu.vn
2022105463,Phạm Hữu Sơn,sv005463@uni.edu.vn
2023105464,Hoàng Hữu Sơn,sv005464@uni.edu.vn
2024105465,Vũ Hữu Sơn,sv005465@uni.edu.vn
2019105466,Đặng Hữu Sơn,sv005466@uni.edu.vn
2020105467,Bùi Hữu Sơn,sv005467@uni.edu.vn
2021105468,Đỗ Hữu Sơn,sv005468@uni.edu.vn
2022105469,Hồ Hữu Sơn,sv005469@uni.edu.vn
2023105470,Nguyễn Thành Sơn,sv005470@uni.edu.vn
2024105471,Trần Thành Sơn,sv005471@uni.edu.vn
2019105472,Lê Thành Sơn,sv005472@uni.edu.vn
2020105473,Phạm Thành Sơn,sv005473@uni.edu.vn
2021105474,Hoàng Thành Sơn,sv005474@uni.edu.vn
2022105475,Vũ Thành Sơn,sv005475@uni.edu.vn
2023105476,Đặng Thành Sơn,sv005476@uni.edu.vn
2024105477,Bùi Thành Sơn,sv005477@uni.edu.vn
2019105478,Đỗ Thành Sơn,sv005478@uni.edu.vn
2020105479,Hồ Thành Sơn,sv005479@uni.edu.vn
2021105480,Nguyễn Ngọc Sơn,sv005480@uni.edu.vn
2022105481,Trần Ngọc Sơn,sv005481@uni.edu.vn
2023105482,Lê Ngọc Sơn,sv005482@uni.edu.vn
2024105483,Phạm Ngọc Sơn,sv005483@uni.edu.vn
2019105484,Hoàng Ngọc Sơn,sv005484@uni.edu.vn
2020105485,Vũ Ngọc Sơn,sv005485@uni.edu.vn
2021105486,Đặng Ngọc Sơn,sv005486@uni.edu.vn
2022105487,Bùi Ngọc Sơn,sv005487@uni.edu.vn
2023105488,Đỗ Ngọc Sơn,sv005488@uni.edu.vn
2024105489,Hồ Ngọc Sơn,sv005489@uni.edu.vn
2019105490,Nguyễn Sơn,sv005490@uni.edu.vn
2020105491,Trần Sơn,sv005491@uni.edu.vn
2021105492,Lê Sơn,sv005492@uni.edu.vn
2022105493,Phạm Sơn,sv005493@uni.edu.vn
2023105494,Hoàng Sơn,sv005494@uni.edu.vn
2024105495,Vũ Sơn,sv005495@uni.edu.vn
2019105496,Đặng Sơn,sv005496@uni.edu.vn
2020105497,Bùi Sơn,sv005497@uni.edu.vn
2021105498,Đỗ Sơn,sv005498@uni.edu.vn
2022105499,Hồ Sơn,sv005499@uni.edu.vn
2023105500,Nguyễn Thị Tâm,sv005500@uni.edu.vn
2024105501,Trần Thị Tâm,sv005501@uni.edu.vn
2019105502,Lê Thị Tâm,sv005502@uni.edu.vn
2020105503,Phạm Thị Tâm,sv005503@uni.edu.vn
2021105504,Hoàng Thị Tâm,sv005504@uni.edu.vn
2022105505,Vũ Thị Tâm,sv005505@uni.edu.vn
2023105506,Đặng Thị Tâm,sv005506@uni.edu.vn
2024105507,Bùi Thị Tâm,sv005507@uni.edu.vn
2019105508,Đỗ Thị Tâm,sv005508@uni.edu.vn
2020105509,Hồ Thị Tâm,sv005509@uni.edu.vn
2021105510,Nguyễn Văn Tâm,sv005510@uni.edu.vn
2022105511,Trần Văn Tâm,sv005511@uni.edu.vn
2023105512,Lê Văn Tâm,sv005512@uni.edu.vn
2024105513,Phạm Văn Tâm,sv005513@uni.edu.vn
2019105514,Hoàng Văn Tâm,sv005514@uni.edu.vn
2020105515,Vũ Văn Tâm,sv005515@uni.edu.vn
2021105516,Đặng Văn Tâm,sv005516@uni.edu.vn
2022105517,Bùi Văn Tâm,sv005517@uni.edu.vn
2023105518,Đỗ Văn Tâm,sv005518@uni.edu.vn
2024105519,Hồ Văn Tâm,sv005519@uni.edu.vn
2019105520,Nguyễn Minh Tâm,sv005520@uni.edu.vn
2020105521,Trần Minh Tâm,sv005521@uni.edu.vn
2021105522,Lê Minh Tâm,sv005522@uni.edu.vn
2022105523,Phạm Minh Tâm,sv005523@uni.edu.vn
2023105524,Hoàng Minh Tâm,sv005524@uni.edu.vn
2024105525,Vũ Minh Tâm,sv005525@uni.edu.vn
2019105526,Đặng Minh Tâm,sv005526@uni.edu.vn
2020105527,Bùi Minh Tâm,sv005527@uni.edu.vn
2021105528,Đỗ Minh Tâm,sv005528@uni.edu.vn
2022105529,Hồ Minh Tâm,sv005529@uni.edu.vn
2023105530,Nguyễn Quốc Tâm,sv005530@uni.edu.vn
2024105531,Trần Quốc Tâm,sv005531@uni.edu.vn
2019105532,Lê Quốc Tâm,sv005532@uni.edu.vn
2020105533,Phạm Quốc Tâm,sv005533@uni.edu.vn
2021105534,Hoàng Quốc Tâm,sv005534@uni.edu.vn
2022105535,Vũ Quốc Tâm,sv005535@uni.edu.vn
2023105536,Đặng Quốc Tâm,sv005536@uni.edu.vn
2024105537,Bùi Quốc Tâm,sv005537@uni.edu.vn
2019105538,Đỗ Quốc Tâm,sv005538@uni.edu.vn
2020105539,Hồ Quốc Tâm,sv005539@uni.edu.vn
2021105540,Nguyễn Anh Tâm,sv005540@uni.edu.vn
2022105541,Trần Anh Tâm,sv005541@uni.edu.vn
2023105542,Lê Anh Tâm,sv005542@uni.edu.vn
2024105543,Phạm Anh Tâm,sv005543@uni.edu.vn
2019105544,Hoàng Anh Tâm,sv005544@uni.edu.vn
2020105545,Vũ Anh Tâm,sv005545@uni.edu.vn
2021105546,Đặng Anh Tâm,sv005546@uni.edu.vn
2022105547,Bùi Anh Tâm,sv005547@uni.edu.vn
2023105548,Đỗ Anh Tâm,sv005548@uni.edu.vn
2024105549,Hồ Anh Tâm,sv005549@uni.edu.vn
2019105550,Nguyễn Tuấn Tâm,sv005550@uni.edu.vn
2020105551,Trần Tuấn Tâm,sv005551@uni.edu.vn
2021105552,Lê Tuấn Tâm,sv005552@uni.edu.vn
2022105553,Phạm Tuấn Tâm,sv005553@uni.edu.vn
2023105554,Hoàng Tuấn Tâm,sv005554@uni.edu.vn
2024105555,Vũ Tuấn Tâm,sv005555@uni.edu.vn
2019105556,Đặng Tuấn Tâm,sv005556@uni.edu.vn
2020105557,Bùi Tuấn Tâm,sv005557@uni.edu.vn
2021105558,Đỗ Tuấn Tâm,sv005558@uni.edu.vn
2022105559,Hồ Tuấn Tâm,sv005559@uni.edu.vn
2023105560,Nguyễn Hữu Tâm,sv005560@uni.edu.vn
2024105561,Trần Hữu Tâm,sv005561@uni.edu.vn
2019105562,Lê Hữu Tâm,sv005562@uni.edu.vn
2020105563,Phạm Hữu Tâm,sv005563@uni.edu.vn
2021105564,Hoàng Hữu Tâm,sv005564@uni.edu.vn
2022105565,Vũ Hữu Tâm,sv005565@uni.edu.vn
2023105566,Đặng Hữu Tâm,sv005566@uni.edu.vn
2024105567,Bùi Hữu Tâm,sv005567@uni.edu.vn
2019105568,Đỗ Hữu Tâm,sv005568@uni.edu.vn
2020105569,Hồ Hữu Tâm,sv005569@uni.edu.vn
2021105570,Nguyễn Thành Tâm,sv005570@uni.edu.vn
2022105571,Trần Thành Tâm,sv005571@uni.edu.vn
2023105572,Lê Thành Tâm,sv005572@uni.edu.vn
2024105573,Phạm Thành Tâm,sv005573@uni.edu.vn
2019105574,Hoàng Thành Tâm,sv005574@uni.edu.vn
2020105575,Vũ Thành Tâm,sv005575@uni.edu.vn
2021105576,Đặng Thành Tâm,sv005576@uni.edu.vn
2022105577,Bùi Thành Tâm,sv005577@uni.edu.vn
2023105578,Đỗ Thành Tâm,sv005578@uni.edu.vn
2024105579,Hồ Thành Tâm,sv005579@uni.edu.vn
2019105580,Nguyễn Ngọc Tâm,sv005580@uni.edu.vn
2020105581,Trần Ngọc Tâm,sv005581@uni.edu.vn
2021105582,Lê Ngọc Tâm,sv005582@uni.edu.vn
2022105583,Phạm Ngọc Tâm,sv005583@uni.edu.vn
2023105584,Hoàng Ngọc Tâm,sv005584@uni.edu.vn
2024105585,Vũ Ngọc Tâm,sv005585@uni.edu.vn
2019105586,Đặng Ngọc Tâm,sv005586@uni.edu.vn
2020105587,Bùi Ngọc Tâm,sv005587@uni.edu.vn
2021105588,Đỗ Ngọc Tâm,sv005588@uni.edu.vn
2022105589,Hồ Ngọc Tâm,sv005589@uni.edu.vn
2023105590,Nguyễn Tâm,sv005590@uni.edu.vn
2024105591,Trần Tâm,sv005591@uni.edu.vn
2019105592,Lê Tâm,sv005592@uni.edu.vn
2020105593,Phạm Tâm,sv005593@uni.edu.vn
2021105594,Hoàng Tâm,sv005594@uni.edu.vn
2022105595,Vũ Tâm,sv005595@uni.edu.vn
2023105596,Đặng Tâm,sv005596@uni.edu.vn
2024105597,Bùi Tâm,sv005597@uni.edu.vn
2019105598,Đỗ Tâm,sv005598@uni.edu.vn
2020105599,Hồ Tâm,sv005599@uni.edu.vn
2021105600,Nguyễn Thị Thảo,sv005600@uni.edu.vn
2022105601,Trần Thị Thảo,sv005601@uni.edu.vn
2023105602,Lê Thị Thảo,sv005602@uni.edu.vn
2024105603,Phạm Thị Thảo,sv005603@uni.edu.vn
2019105604,Hoàng Thị Thảo,sv005604@uni.edu.vn
2020105605,Vũ Thị Thảo,sv005605@uni.edu.vn
2021105606,Đặng Thị Thảo,sv005606@uni.edu.vn
2022105607,Bùi Thị Thảo,sv005607@uni.edu.vn
2023105608,Đỗ Thị Thảo,sv005608@uni.edu.vn
2024105609,Hồ Thị Thảo,sv005609@uni.edu.vn
2019105610,Nguyễn Văn Thảo,sv005610@uni.edu.vn
2020105611,Trần Văn Thảo,sv005611@uni.edu.vn
2021105612,Lê Văn Thảo,sv005612@uni.edu.vn
2022105613,Phạm Văn Thảo,sv005613@uni.edu.vn
2023105614,Hoàng Văn Thảo,sv005614@uni.edu.vn
2024105615,Vũ Văn Thảo,sv005615@uni.edu.vn
2019105616,Đặng Văn Thảo,sv005616@uni.edu.vn
2020105617,Bùi Văn Thảo,sv005617@uni.edu.vn
2021105618,Đỗ Văn Thảo,sv005618@uni.edu.vn
2022105619,Hồ Văn Thảo,sv005619@uni.edu.vn
2023105620,Nguyễn Minh Thảo,sv005620@uni.edu.vn
2024105621,Trần Minh Thảo,sv005621@uni.edu.vn
2019105622,Lê Minh Thảo,sv005622@uni.edu.vn
2020105623,Phạm Minh Thảo,sv005623@uni.edu.vn
2021105624,Hoàng Minh Thảo,sv005624@uni.edu.vn
2022105625,Vũ Minh Thảo,sv005625@uni.edu.vn
2023105626,Đặng Minh Thảo,sv005626@uni.edu.vn
2024105627,Bùi Minh Thảo,sv005627@uni.edu.vn
2019105628,Đỗ Minh Thảo,sv005628@uni.edu.vn
2020105629,Hồ Minh Thảo,sv005629@uni.edu.vn
2021105630,Nguyễn Quốc Thảo,sv005630@uni.edu.vn
2022105631,Trần Quốc Thảo,sv005631@uni.edu.vn
2023105632,Lê Quốc Thảo,sv005632@uni.edu.vn
2024105633,Phạm Quốc Thảo,sv005633@uni.edu.vn
2019105634,Hoàng Quốc Thảo,sv005634@uni.edu.vn
2020105635,Vũ Quốc Thảo,sv005635@uni.edu.vn
2021105636,Đặng Quốc Thảo,sv005636@uni.edu.vn
2022105637,Bùi Quốc Thảo,sv005637@uni.edu.vn
2023105638,Đỗ Quốc Thảo,sv005638@uni.edu.vn
2024105639,Hồ Quốc Thảo,sv005639@uni.edu.vn
2019105640,Nguyễn Anh Thảo,sv005640@uni.edu.vn
2020105641,Trần Anh Thảo,sv005641@uni.edu.vn
2021105642,Lê Anh Thảo,sv005642@uni.edu.vn
2022105643,Phạm Anh Thảo,sv005643@uni.edu.vn
2023105644,Hoàng Anh Thảo,sv005644@uni.edu.vn
2024105645,Vũ Anh Thảo,sv005645@uni.edu.vn
2019105646,Đặng Anh Thảo,sv005646@uni.edu.vn
2020105647,Bùi Anh Thảo,sv005647@uni.edu.vn
2021105648,Đỗ Anh Thảo,sv005648@uni.edu.vn
2022105649,Hồ Anh Thảo,sv005649@uni.edu.vn
2023105650,Nguyễn Tuấn Thảo,sv005650@uni.edu.vn
2024105651,Trần Tuấn Thảo,sv005651@uni.edu.vn
2019105652,Lê Tuấn Thảo,sv005652@uni.edu.vn
2020105653,Phạm Tuấn Thảo,sv005653@uni.edu.vn
2021105654,Hoàng Tuấn Thảo,sv005654@uni.edu.vn
2022105655,Vũ Tuấn Thảo,sv005655@uni.edu.vn
2023105656,Đặng Tuấn Thảo,sv005656@uni.edu.vn
2024105657,Bùi Tuấn Thảo,sv005657@uni.edu.vn
2019105658,Đỗ Tuấn Thảo,sv005658@uni.edu.vn
2020105659,Hồ Tuấn Thảo,sv005659@uni.edu.vn
2021105660,Nguyễn Hữu Thảo,sv005660@uni.edu.vn
2022105661,Trần Hữu Thảo,sv005661@uni.edu.vn
2023105662,Lê Hữu Thảo,sv005662@uni.edu.vn
2024105663,Phạm Hữu Thảo,sv005663@uni.edu.vn
2019105664,Hoàng Hữu Thảo,sv005664@uni.edu.vn
2020105665,Vũ Hữu Thảo,sv005665@uni.edu.vn
2021105666,Đặng Hữu Thảo,sv005666@uni.edu.vn
2022105667,Bùi Hữu Thảo,sv005667@uni.edu.vn
2023105668,Đỗ Hữu Thảo,sv005668@uni.edu.vn
2024105669,Hồ Hữu Thảo,sv005669@uni.edu.vn
2019105670,Nguyễn Thành Thảo,sv005670@uni.edu.vn
2020105671,Trần Thành Thảo,sv005671@uni.edu.vn
2021105672,Lê Thành Thảo,sv005672@uni.edu.vn
2022105673,Phạm Thành Thảo,sv005673@uni.edu.vn
2023105674,Hoàng Thành Thảo,sv005674@uni.edu.vn
2024105675,Vũ Thành Thảo,sv005675@uni.edu.vn
2019105676,Đặng Thành Thảo,sv005676@uni.edu.vn
2020105677,Bùi Thành Thảo,sv005677@uni.edu.vn
2021105678,Đỗ Thành Thảo,sv005678@uni.edu.vn
2022105679,Hồ Thành Thảo,sv005679@uni.edu.vn
2023105680,Nguyễn Ngọc Thảo,sv005680@uni.edu.vn
2024105681,Trần Ngọc Thảo,sv005681@uni.edu.vn
2019105682,Lê Ngọc Thảo,sv005682@uni.edu.vn
2020105683,Phạm Ngọc Thảo,sv005683@uni.edu.vn
2021105684,Hoàng Ngọc Thảo,sv005684@uni.edu.vn
2022105685,Vũ Ngọc Thảo,sv005685@uni.edu.vn
2023105686,Đặng Ngọc Thảo,sv005686@uni.edu.vn
2024105687,Bùi Ngọc Thảo,sv005687@uni.edu.vn
2019105688,Đỗ Ngọc Thảo,sv005688@uni.edu.vn
2020105689,Hồ Ngọc Thảo,sv005689@uni.edu.vn
2021105690,Nguyễn Thảo,sv005690@uni.edu.vn
2022105691,Trần Thảo,sv005691@uni.edu.vn
2023105692,Lê Thảo,sv005692@uni.edu.vn
2024105693,Phạm Thảo,sv005693@uni.edu.vn
2019105694,Hoàng Thảo,sv005694@uni.edu.vn
2020105695,Vũ Thảo,sv005695@uni.edu.vn
2021105696,Đặng Thảo,sv005696@uni.edu.vn
2022105697,Bùi Thảo,sv005697@uni.edu.vn
2023105698,Đỗ Thảo,sv005698@uni.edu.vn
2024105699,Hồ Thảo,sv005699@uni.edu.vn
2019105700,Nguyễn Thị Uyên,sv005700@uni.edu.vn
2020105701,Trần Thị Uyên,sv005701@uni.edu.vn
2021105702,Lê Thị Uyên,sv005702@uni.edu.vn
2022105703,Phạm Thị Uyên,sv005703@uni.edu.vn
2023105704,Hoàng Thị Uyên,sv005704@uni.edu.vn
2024105705,Vũ Thị Uyên,sv005705@uni.edu.vn
2019105706,Đặng Thị Uyên,sv005706@uni.edu.vn
2020105707,Bùi Thị Uyên,sv005707@uni.edu.vn
2021105708,Đỗ Thị Uyên,sv005708@uni.edu.vn
2022105709,Hồ Thị Uyên,sv005709@uni.edu.vn
2023105710,Nguyễn Văn Uyên,sv005710@uni.edu.vn
2024105711,Trần Văn Uyên,sv005711@uni.edu.vn
2019105712,Lê Văn Uyên,sv005712@uni.edu.vn
2020105713,Phạm Văn Uyên,sv005713@uni.edu.vn
2021105714,Hoàng Văn Uyên,sv005714@uni.edu.vn
2022105715,Vũ Văn Uyên,sv005715@uni.edu.vn
2023105716,Đặng Văn Uyên,sv005716@uni.edu.vn
2024105717,Bùi Văn Uyên,sv005717@uni.edu.vn
2019105718,Đỗ Văn Uyên,sv005718@uni.edu.vn
2020105719,Hồ Văn Uyên,sv005719@uni.edu.vn
2021105720,Nguyễn Minh Uyên,sv005720@uni.edu.vn
2022105721,Trần Minh Uyên,sv005721@uni.edu.vn
2023105722,Lê Minh Uyên,sv005722@uni.edu.vn
2024105723,Phạm Minh Uyên,sv005723@uni.edu.vn
2019105724,Hoàng Minh Uyên,sv005724@uni.edu.vn
2020105725,Vũ Minh Uyên,sv005725@uni.edu.vn
2021105726,Đặng Minh Uyên,sv005726@uni.edu.vn
2022105727,Bùi Minh Uyên,sv005727@uni.edu.vn
2023105728,Đỗ Minh Uyên,sv005728@uni.edu.vn
2024105729,Hồ Minh Uyên,sv005729@uni.edu.vn
2019105730,Nguyễn Quốc Uyên,sv005730@uni.edu.vn
2020105731,Trần Quốc Uyên,sv005731@uni.edu.vn
2021105732,Lê Quốc Uyên,sv005732@uni.edu.vn
2022105733,Phạm Quốc Uyên,sv005733@uni.edu.vn
2023105734,Hoàng Quốc Uyên,sv005734@uni.edu.vn
2024105735,Vũ Quốc Uyên,sv005735@uni.edu.vn
2019105736,Đặng Quốc Uyên,sv005736@uni.edu.vn
2020105737,Bùi Quốc Uyên,sv005737@uni.edu.vn
2021105738,Đỗ Quốc Uyên,sv005738@uni.edu.vn
2022105739,Hồ Quốc Uyên,sv005739@uni.edu.vn
2023105740,Nguyễn Anh Uyên,sv005740@uni.edu.vn
2024105741,Trần Anh Uyên,sv005741@uni.edu.vn
2019105742,Lê Anh Uyên,sv005742@uni.edu.vn
2020105743,Phạm Anh Uyên,sv005743@uni.edu.vn
2021105744,Hoàng Anh Uyên,sv005744@uni.edu.vn
2022105745,Vũ Anh Uyên,sv005745@uni.edu.vn
2023105746,Đặng Anh Uyên,sv005746@uni.edu.vn
2024105747,Bùi Anh Uyên,sv005747@uni.edu.vn
2019105748,Đỗ Anh Uyên,sv005748@uni.edu.vn
2020105749,Hồ Anh Uyên,sv005749@uni.edu.vn
2021105750,Nguyễn Tuấn Uyên,sv005750@uni.edu.vn
2022105751,Trần Tuấn Uyên,sv005751@uni.edu.vn
2023105752,Lê Tuấn Uyên,sv005752@uni.edu.vn
2024105753,Phạm Tuấn Uyên,sv005753@uni.edu.vn
2019105754,Hoàng Tuấn Uyên,sv005754@uni.edu.vn
2020105755,Vũ Tuấn Uyên,sv005755@uni.edu.vn
2021105756,Đặng Tuấn Uyên,sv005756@uni.edu.vn
2022105757,Bùi Tuấn Uyên,sv005757@uni.edu.vn
2023105758,Đỗ Tuấn Uyên,sv005758@uni.edu.vn
2024105759,Hồ Tuấn Uyên,sv005759@uni.edu.vn
2019105760,Nguyễn Hữu Uyên,sv005760@uni.edu.vn
2020105761,Trần Hữu Uyên,sv005761@uni.edu.vn
2021105762,Lê Hữu Uyên,sv005762@uni.edu.vn
2022105763,Phạm Hữu Uyên,sv005763@uni.edu.vn
2023105764,Hoàng Hữu Uyên,sv005764@uni.edu.vn
2024105765,Vũ Hữu Uyên,sv005765@uni.edu.vn
2019105766,Đặng Hữu Uyên,sv005766@uni.edu.vn
2020105767,Bùi Hữu Uyên,sv005767@uni.edu.vn
2021105768,Đỗ Hữu Uyên,sv005768@uni.edu.vn
2022105769,Hồ Hữu Uyên,sv005769@uni.edu.vn
2023105770,Nguyễn Thành Uyên,sv005770@uni.edu.vn
2024105771,Trần Thành Uyên,sv005771@uni.edu.vn
2019105772,Lê Thành Uyên,sv005772@uni.edu.vn
2020105773,Phạm Thành Uyên,sv005773@uni.edu.vn
2021105774,Hoàng Thành Uyên,sv005774@uni.edu.vn
2022105775,Vũ Thành Uyên,sv005775@uni.edu.vn
2023105776,Đặng Thành Uyên,sv005776@uni.edu.vn
2024105777,Bùi Thành Uyên,sv005777@uni.edu.vn
2019105778,Đỗ Thành Uyên,sv005778@uni.edu.vn
2020105779,Hồ Thành Uyên,sv005779@uni.edu.vn
2021105780,Nguyễn Ngọc Uyên,sv005780@uni.edu.vn
2022105781,Trần Ngọc Uyên,sv005781@uni.edu.vn
2023105782,Lê Ngọc Uyên,sv005782@uni.edu.vn
2024105783,Phạm Ngọc Uyên,sv005783@uni.edu.vn
2019105784,Hoàng Ngọc Uyên,sv005784@uni.edu.vn
2020105785,Vũ Ngọc Uyên,sv005785@uni.edu.vn
2021105786,Đặng Ngọc Uyên,sv005786@uni.edu.vn
2022105787,Bùi Ngọc Uyên,sv005787@uni.edu.vn
2023105788,Đỗ Ngọc Uyên,sv005788@uni.edu.vn
2024105789,Hồ Ngọc Uyên,sv005789@uni.edu.vn
2019105790,Nguyễn Uyên,sv005790@uni.edu.vn
2020105791,Trần Uyên,sv005791@uni.edu.vn
2021105792,Lê Uyên,sv005792@uni.edu.vn
2022105793,Phạm Uyên,sv005793@uni.edu.vn
2023105794,Hoàng Uyên,sv005794@uni.edu.vn
2024105795,Vũ Uyên,sv005795@uni.edu.vn
2019105796,Đặng Uyên,sv005796@uni.edu.vn
2020105797,Bùi Uyên,sv005797@uni.edu.vn
2021105798,Đỗ Uyên,sv005798@uni.edu.vn
2022105799,Hồ Uyên,sv005799@uni.edu.vn
2023105800,Nguyễn Thị Việt,sv005800@uni.edu.vn
2024105801,Trần Thị Việt,sv005801@uni.edu.vn
2019105802,Lê Thị Việt,sv005802@uni.edu.vn
2020105803,Phạm Thị Việt,sv005803@uni.edu.vn
2021105804,Hoàng Thị Việt,sv005804@uni.edu.vn
2022105805,Vũ Thị Việt,sv005805@uni.edu.vn
2023105806,Đặng Thị Việt,sv005806@uni.edu.vn
2024105807,Bùi Thị Việt,sv005807@uni.edu.vn
2019105808,Đỗ Thị Việt,sv005808@uni.edu.vn
2020105809,Hồ Thị Việt,sv005809@uni.edu.vn
2021105810,Nguyễn Văn Việt,sv005810@uni.edu.vn
2022105811,Trần Văn Việt,sv005811@uni.edu.vn
2023105812,Lê Văn Việt,sv005812@uni.edu.vn
2024105813,Phạm Văn Việt,sv005813@uni.edu.vn
2019105814,Hoàng Văn Việt,sv005814@uni.edu.vn
2020105815,Vũ Văn Việt,sv005815@uni.edu.vn
2021105816,Đặng Văn Việt,sv005816@uni.edu.vn
2022105817,Bùi Văn Việt,sv005817@uni.edu.vn
2023105818,Đỗ Văn Việt,sv005818@uni.edu.vn
2024105819,Hồ Văn Việt,sv005819@uni.edu.vn
2019105820,Nguyễn Minh Việt,sv005820@uni.edu.vn
2020105821,Trần Minh Việt,sv005821@uni.edu.vn
2021105822,Lê Minh Việt,sv005822@uni.edu.vn
2022105823,Phạm Minh Việt,sv005823@uni.edu.vn
2023105824,Hoàng Minh Việt,sv005824@uni.edu.vn
2024105825,Vũ Minh Việt,sv005825@uni.edu.vn
2019105826,Đặng Minh Việt,sv005826@uni.edu.vn
2020105827,Bùi Minh Việt,sv005827@uni.edu.vn
2021105828,Đỗ Minh Việt,sv005828@uni.edu.vn
